PublicationID,Year,Citation,ArticleTitle,DOI
632,1981,"Mathewes, R.W., and L.E. Heusser. 1981. A 12,000 year palynological record of temperature and precipitation trends in southwestern British Columbia. Canadian Journal of Botany 59:707-710.",NULL,NULL
633,1994,"Pellatt, M.G., and R.W. Mathewes. 1994. Paleoecology of postglacial tree line fluctuations on the Queen Charlotte Islands, Canada. Écoscience 1(1):71-81.","Paleoecology of postglacial tree line fluctuations on the Queen Charlotte Islands, Canada",NULL
634,1997,"Pellatt, M.G., and R.W. Mathewes. 1997. Holocene tree line and climate change on the Queen Charlotte Islands, Canada. Quaternary Research 48(1):88-99. [DOI: 10.1006/qres.1997.1903]","Holocene tree line and climate change on the Queen Charlotte Islands, Canada",10.1006/qres.1997.1903
635,1986,"Markgraf, V., and T. Lennon. 1986. Paleoenvironmental history of the last 13,000 years of the eastern Powder River Basin, Wyoming, and its implications for prehistoric cultural patterns. Plains Anthropologist 31:1-12.",NULL,NULL
636,1984,"Markgraf, V., J.P. Bradbury, R.M. Forester, G. Singh, and R.S. Sternberg. 1984. San Agustin Plains, New Mexico: age and paleoenvironmental potential reassessed. Quaternary Research 22:336-343.",NULL,NULL
637,1956,"Clisby, K.H., and F. Foreman. 1956. Pleistocene climatic changes in New Mexico. U.S.A. Veröffentlichungen des Geobotanisches Institutes Rübel der Eidgenössischen Technischen Hochschule, Stiftung Rübel, Zürich 34:22-26.",NULL,NULL
638,1962,"Clisby, K.H., and F. Foreman. 1962. Palynology - diastrophism - erosion. Field excursion guide, 1st International Pollen Conference, Tucson, Arizona, USA.",NULL,NULL
639,1985,"Anderson, R.S., O.K. Davis, and P.L. Fall. 1985. Late glacial and Holocene vegetation and climate in the Sierra Nevada of California, with particular reference to the Balsam Meadow site. AASP Contribution Series 16:127-140.",NULL,NULL
640,1984,"Anderson, R.S., O.K. Davis, R.S. Thompson, P.L. Fall, and M.K. O'Rourke. 1984. Pollen and macrofossil analysis from Balsam Meadow, Southern Sierra Nevada Mountains, California. American Quaternary Association, Eighth Biennial Meeting, Program and Abstracts, 13-15 August 1984, University of Colorado, Boulder, p3.",NULL,NULL
641,1985,"Ager, T.A., and L.B. Brubaker. 1985. Quaternary palynology and vegetational history of Alaska. Pages 353-384 in V.M. Bryant, Jr. and R.G. Holloway, editors. Pollen records of late Quaternary North American sediments. American Association of Stragigraphic Palynologists Foundation, Dallas, Texas, USA.",NULL,NULL
642,1980,"Ager, T.A. 1980. A 16,000 year pollen record from St. Michael Island, Norton Sound, western Alaska. Page 3 in American Quaternary Association, Sixth Biennial Meeting, Abstracts and Program, 18-20 August 1980. Institute for Quaternary Studies, University of Maine, Orono, Maine, USA.",NULL,NULL
643,1982,"Ager, T.A., and J.P. Bradbury. 1982. Quaternary history of vegetation and climate of the Yukon Delta-Norton Sound Area. In W.L. Conrad, editor. The United States Geological Survey in Alaska: Accomplishments during 1981. U.S. Geological Survey Circular 868:103-105.",NULL,NULL
644,1982,"Ager, T.A. 1982. Vegetational history of western Alaska during the WIsconsin glacial interval and the Holocene. Pages 75-93 in D.M. Hopkins, J.V. Matthews, Jr., C.E. Schweger, and S.B. Young, editors. Paleoecology of Beringia. Academic Press, New York, New York, USA.",NULL,NULL
645,1983,"Ager, T.A. 1983. Holocene vegetational history of Alaska. Pages 128-141 in H.E. Wright, Jr., editor. Late-Quaternary Environments of the United States. Volume 2. The Holocene. University of Minnesota Press. Minneapolis, Minnesota, USA.",NULL,NULL
646,1980,"Nakao, K., J. La Perriere, and T.A. Ager. 1980. Climatic changes in interior Alaska. Pages 16-23 in K. Nakao, editor. Climatic Changes in Interior Alaska. Hokkaido Univesity, Department of Geophysics, Sapporo, Japan.",NULL,NULL
647,1982,"Ager, T.A. 1982. Pollen studies of Quaternary-age sediments in the Tanana Valley (Alaska). Pages 64-67 in W. Conrad, editor. United States Geological Survey in Alaska: Accomplishments during 1980. USGS Circular 844.",NULL,NULL
648,1981,"Ager, T.A., and J.D. Sims. 1981. Holocene pollen and sediment record from the Tangle Lakes Area, Alaska. Palynology 5:85-98.",NULL,NULL
649,1981,"Schweger, C.E. 1981. Chronology of late glacial events from the Tangle Lakes, Alaska range. Arctic Anthropology 18:97-101.",NULL,NULL
650,1959,"Miller, R.D., and E. Dobrovolny. 1959. Surficial geology of Anchorage and vicinity, Alaska. U.S. Geological Survey Bulletin 1093, 128 p.",NULL,NULL
651,1978,"Peterson, G.M. 1978. Pollen spectra from surface sediments of lakes and ponds in Kentucky, Illinois, and Missouri. American Midland Naturalist 100:333-340.",NULL,NULL
652,1985,"Jacobs, B.F. 1985. A middle Wisconsin pollen record from Hay Lake, Arizona. Quaternary Research 24:121-130.",NULL,NULL
653,1983,"Jacobs, B.F. 1983. Past vegetation and climate of the Mogollon Rim Area, Arizona. Dissertation. University of Arizona, Tucson, Arizona, USA.",NULL,NULL
654,1986,"Short, S.K., J.T. Andrews, and P.J. Webber. 1986. Pollen, vegetation, and climate relationships along the Dalton highway, Alaska, U.S.A.: A basis for Holocene paleoecological and paleoclimatic studies. Arctic and Alpine Research 18:57-72.",NULL,NULL
655,1979,"Webber, P.J., V. Komarkova, D.A. Walker, and E. Werbe. 1979. Geobotanical studies along a latitudinal gradient between the Yukon River and Prudhoe Bay, Alaska. U.S. Army CRREL Internal Report 585. 366 p.",NULL,NULL
656,1983,"Short, S.K., S.A. Baker, J.T. Andrews, and P.J. Webber. 1983. Pollen, vegetation, and climate relationships along the Alaskan Haul Road: the basis for Holocene paleoecological and paleoclimatic studies. Final Report to the National Science Foundation, Division of Polar Programs, DPP-79-26238.",NULL,NULL
657,1995,"Szeicz, J.M., G.M. MacDonald, and A. Duk-Rodkin. 1995. Late Quaternary vegetation history of the central Mackenzie Mountains, Northwest Territories, Canada. Palaeogeography, Palaeoclimatology, Palaeoecology 113:351-371.",NULL,NULL
658,1991,"Szeicz, J.M., and G.M. MacDonald. 1991. Postglacial vegetation history of oak savanna in southern Ontario. Canadian Journal of Botany 69:1507-1519.",NULL,NULL
659,1991,"Anderson, R.S., and S.L. Carpenter. 1991. Vegetation change in Yosemite Valley, Yosemite National Park, California, during the protohistoric period. Madroño 38:1-13.",NULL,NULL
660,1994,"Cole, K.L., and G.-W. Liu. 1994. Holocene paleoecology of an estuary on Santa Rosa Island, California. Quaternary Research 41:326-335.",NULL,NULL
661,1995,"Cole, K.L., and R.S. Taylor. 1995. Past and current trends of change in a dune prairie/oak savanna reconstructed through a multiple-scale history. Journal of Vegetation Science 6:399-410.",NULL,NULL
662,1995,"Anderson, R.S., and T.R. Van Devender. 1995. Vegetation history of the coastal lowlands of Sonora, Mexico - pollen records from packrat middens. Journal of Arid Environments 30:295-306.",NULL,NULL
663,1990,"Davis, O.K. 1990. Caves as sources of biotic remains in arid western North America. Palaeogeography, Palaeoclimatology, Palaeoecology 76:331-348.",NULL,NULL
664,1984,"Davis, O.K., L. Agenbroad, P.S. Martin, and J.I. Mead. 1984. The Pleistocene dung blanket of Bechan Cave, Utah. Pages 267-282 in H.H. Genoways and M.R. Dawson, editors. Contributions in Quaternary vertebrate paleontology: a volume in memorial to John E. Guilday. Special Publication of Carnegie Museum of Natural History 8, Pittsburgh, Pennsylvania, USA.",NULL,NULL
665,1998,"Peteet, D.M., A.A. Andreev, W. Bardeen, and F. Mistretta. 1998. Long-term Arctic peatland dynamics, vegetation and climate history of the Pur-Taz region, Western Siberia. Boreas 27:115-126.","Long-term Arctic peatland dynamics, vegetation and climate history of the Pur-Taz region, Western Siberia",NULL
666,1967,"Nichols, H. 1967. Pollen diagrams from sub-arctic Central Canada. Science 155:1665-1668.",NULL,NULL
667,1984,"Ager, T.A., and J.D. Sims. 1984. Postglacial pollen and tephra records from lakes in the Cook Inlet region, southern Alaska. Pages 103-105 in W.L. Conrad and R.L. Elliot, editors. The United States Geological Survey in Alaska: Accomplishments During 1981. U.S. Geological Survey Circular 868.",NULL,NULL
668,1982,"Rymer, M.J., and J.D. Sims. 1982. Lake-sediment evidence for the date of deglaciation of the Hidden Lake area, Kenai Peninsula, Alaska. Geology 10:314-316.",NULL,NULL
669,1990,"Liu, K.-B. 1990. Holocene paleoecology of the boreal forest and Great Lakes-St. Lawrence forest in northern Ontario. Ecological Monographs 60:179-212.",NULL,NULL
670,1968,"Bender, M.M., R.A. Bryson, and D.A. Baerreis. 1968. University of Wisconsin radiocarbon dates IV. Radiocarbon 10:161-168..",University of Wisconsin radiocarbon dates IV. Radiocarbon 10:161-168.,NULL
671,1977,"Ritchie, J.C. 1977. The modern and late Quaternary vegetation of the Campbell-Dolomite Uplands, near Inuvik, N.W.T. Canada. Ecological Monographs 47:401-423.",NULL,NULL
672,1984,"Ritchie, J.C. 1984. A Holocene pollen record of boreal forest history from the Travaillant Lake area, Lower Mackenzie River Basin. Canadian Journal of Botany 62:1385-1392.",NULL,NULL
673,1971,"Ritchie, J.C., and F.K. Hare. 1971. Late-Quaternary vegetation and climate near the arctic tree line of northwestern North America. Quaternary Research 1:331-342.",NULL,NULL
674,1982,"Ritchie, J.C. 1982. The modern and late-Quaternary vegetation of the Doll Creek area, North Yukon, Canada. New Phytologist 90:563-603.",NULL,NULL
675,1982,"Ritchie, J.C., and L.C. Cwynar. 1982. The Late Quaternary Vegetation of the North Yukon. Pages 113-126 in D.M. Hopkins, J.V. Matthews, Jr., C.E. Schweger, and S.B. Young, editors. Paleoecology of Beringia. Academic Press, New York, USA. 489p.",NULL,NULL
678,1987,"Rull, V., M.-L. Salgado-Labouriau, C. Schubert, and S. Valastro, Jr. 1987. Late Holocene temperature depression in the Venezuelan Andes: palynological evidence. Palaeogeography, Palaeoclimatology, Palaeoecology 60:109-121.",NULL,NULL
679,1996,"Colinvaux, P.A., P.E. De Oliveira, J.E. Moreno, M.C. Miller, and M.B. Bush. 1996. A long pollen record from lowland Amazonia: forest and cooling in glacial times. Science 274:85-88.",NULL,NULL
680,1965,"Kapp, R.O. 1965. Illinoian and Sangamon vegetation in southwestern Kansas and adjacent Oklahoma. Contributions from the Museum of Paleontology 19:167-255.",NULL,NULL
681,1973,"Grüger, J. 1973. Studies on the late Quaternary vegetation history of northeastern Kansas. Geological Society of America Bulletin 84:239-250.",NULL,NULL
682,1969,"Mott, R.J. 1969. Palynological studies in Central Saskatchewan: Contemporary pollen spectra from surface samples. Geological Survey of Canada Paper 69-32.",NULL,NULL
683,1975,"Mott, R.J. 1975. Modern pollen spectra from Northwestern Ontario. Geological Survey of Canada, Paper 75-1, Part B.",NULL,NULL
685,1968,"Lichti-Federovich, S., and J.C. Ritchie. 1968. Recent pollen assemblages from the western interior of Canada. Review of Palaeobotany and Palynology 7:297-344.",Recent pollen assemblages from the western interior of Canada,NULL
686,1967,"Ritchie, J.C., and S. Lichti-Federovich. 1967. Pollen dispersal phenomena in Arctic-subarctic Canada. Review of Palaeobotany and Palynology 3:255-266.",Pollen dispersal phenomena in Arctic-subarctic Canada,NULL
687,1992,"Porter, S.C., and M.A. Sauchyn. 1992. Moose Mountain Palynology Study: Final Report. Unpublished. Prepared for Terrestrial and Aquatic Environmental Managers Ltd. Melville, Saskatchewan, Canada.",NULL,NULL
688,1997,"Vance, R.E., W.M. Last, and A.J. Smith. 1997. Hydrologic and climatic implications of a multidisciplinary study of late Holocene sediment from Kenosee Lake, southeastern Saskatchewan, Canada. Journal of Paleolimnology 18(4):365-393. [DOI: 10.1023/A:1007948909342]","Hydrologic and climatic implications of a multidisciplinary study of late Holocene sediment from Kenosee Lake, southeastern Saskatchewan, Canada",10.1023/A:1007948909342
689,1983,"Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983. Mapping and calibration of modern pollen-vegetation relationships in the southeastern United States. Review of Palaeobotany and Palynology 39:1-45.",NULL,NULL
690,1969,"Davis, R.B., L.A. Brewster, and J. Sutherland. 1969. Variation in pollen spectra within lakes. Pollen et Spores 11:557-571.",NULL,NULL
691,1974,"Mack, R.N., and V.M. Bryant, Jr. 1974. Modern pollen spectra from the Columbia Basin, Washington. Northwest Science 48:183-194.",NULL,NULL
692,1984,"Carrara, P.E., W.N. Mode, M. Rubin, and S.W. Robinson. 1984. Deglaciation and postglacial timberline in the San Juan Mountains, Colorado. Quaternary Research 21(1):42-55.","Deglaciation and postglacial timberline in the San Juan Mountains, Colorado",NULL
693,1984,"Carrara, P.E., D.A. Trimble, and M. Rubin. 1984. Deglaciation and Postglacial Timberline in the San Juan Mountains, Colorado. Quaternary Research 21(1):42-55.","Deglaciation and Postglacial Timberline in the San Juan Mountains, Colorado",NULL
694,1991,"Elias, S.A., P.E. Carrara, L.J. Toolin, and A.J.T. Jull. 1991. Revised age of deglaciation of Lake Emma based on new radiocarbon and macrofossil analyses. Quaternary Research 36(3):307-321. [DOI: 10.1016/0033-5894(91)90005-P]",Revised age of deglaciation of Lake Emma based on new radiocarbon and macrofossil analyses,10.1016/0033-5894(91)90005-P
695,1980,"Brant, L.A. 1980. A palynological investigation of postglacial sediments at two locations along the Continental Divide near Helena, Montana. Dissertation. Pennsylvania State University, State college, Pennsylvania, USA.",NULL,NULL
696,1978,"Heusser, C.J. 1978. Modern pollen spectra from western Oregon. Bulletin of the Torrey Botanical Club 105:14-17.",NULL,NULL
697,1978,"Mack, R.N., V.M. Bryant, Jr., and W. Pell. 1978. Modern forest pollen spectra from eastern Washington and Northern Idaho. Botanical Gazette 139:249-255.",NULL,NULL
698,1988,"Bradshaw, R.H.W., and E. McGee. 1988. The extent and time-course of mountain blanket peat erosion in Ireland. New Phytologist 108:219-224.",NULL,NULL
699,1975,"Hyvärinen, H. 1975. Absolute and relative pollen diagrams from northernmost Fennoscandia. Fennia 142:1-23.",NULL,NULL
700,1988,"Barnosky, C.W. 1988. A late-glacial and post-glacial pollen record from the Dingle Peninsula, County Kerry. Proceedings of the Royal Irish Academy 88B:23-37.","A late-glacial and post-glacial pollen record from the Dingle Peninsula, County Kerry",NULL
701,1974,"Ritchie, J.C. 1974. Modern pollen assemblages near the arctic tree line, Mackenzie Delta region, Northwest Territories. Canadian Journal of Botany 52:381-396.",NULL,NULL
702,1969,"Heusser, C.J. 1969. Modern pollen spectra from the Olympic Peninsula, Washington. Bulletin of the Torrey Botanical Club 96:407-417.",NULL,NULL
703,1974,"Webb, T. III. 1974. Corresponding patterns of pollen and vegetation in Lower Michigan: a comparison of quantitative data. Ecology 55:17-28.",NULL,NULL
704,1987,"Cwynar, L.C. 1987. Fire and the forest history of the North Cascade Range. Ecology 68(4):791-802. [DOI: 10.2307/1938350]",Fire and the forest history of the North Cascade Range,10.2307/1938350
706,1988,"Petersen, K.L. 1988. Climate and the Dolores River Anasazi: A paleoenvironmental reconstruction from a 10,000-year pollen record, La Plata Mountains, Southwestern Colorado. University of Utah, Anthropological Papers Number 113, University of Utah Press, Salt Lake City, Utah, USA.",NULL,NULL
707,1985,"Petersen, K.L. 1985. Palynology in Montezuma County, southwestern Colorado: the local history of the Pinyon Pine (Pinus edulis). AASP Contribution Series No. 16:47-62.",NULL,NULL
708,1994,"Petersen, K.L. 1994. A warm and wet Little Climatic Optimum and a cold and dry Little Ice Age in the southern Rocky Mountains, U.S.A. Climatic Change 26:243-269.",NULL,NULL
709,1984,"Petersen, K.L. 1984. Man and environment in the Dolores River Valley, SE Colorado: some pollen evidence. American Quaternary Association, Eighth Meeting, Program and Abstracts, 13-15 August 1984, University of Colorado, Boulder, p102.",NULL,NULL
710,1985,"Petersen, K.L. 1985. The history of the marsh in Sagehen Flats: the pollen record. Pages 229-238 in K.L. Petersen, V.L. Clay, M.H. Matthews, and S.W. Neusius, compilers. Chapter 22. Dolores Archeological Program: Studies in Environmental Archaeology, U.S. Department of Interior, Bureau of Reclamation, Science and Engineering Center, Denver, Colorado, USA.",NULL,NULL
